SurveyOrder,Tablenumber,TableName,varNumber,varOrder,varName,Codevalue,Frequency,Percent,valueOrder,valueLabel,varTitle
10,10,"HD2022",10181,70,"OPENPUBL","1",6254,99.97,1,"Institution is open to the public","Institution open to the general public"
10,10,"HD2022",10186,71,"ACT","A",6058,96.84,1,"Active - institution active ","Status of institution"
10,10,"HD2022",10196,73,"DEATHYR","2022",60,0.96,1,"2022","Year institution was deleted from IPEDS"
10,10,"HD2022",10206,75,"CYACTIVE","1",6183,98.83,1,"Yes","Institution is active in current year"
10,10,"HD2022",10211,76,"POSTSEC","1",6226,99.52,1,"Primarily postsecondary institution","Primarily postsecondary indicator"
10,10,"HD2022",10216,77,"PSEFLAG","1",6151,98.32,1,"Active postsecondary institution","Postsecondary institution indicator"
10,10,"HD2022",10221,78,"PSET4FLG","1",5958,95.24,1,"Title IV postsecondary institution","Postsecondary and Title IV institution indicator"
10,11,"FLAGS2022",10231,102,"STAT_IC","1",6120,97.83,1,"Respondent","Response status -  Institutional characteristics component"
10,11,"FLAGS2022",10236,101,"LOCK_IC","0",63,1.01,1,"No data","Status of IC component when institution was migrated"
10,12,"IC2022",10361,1,"PEO1ISTR","1",3883,63.26,1,"Yes","Occupational"
10,12,"IC2022",10366,2,"PEO2ISTR","1",4345,70.79,1,"Yes","Academic"
10,12,"IC2022",10371,3,"PEO3ISTR","1",852,13.88,1,"Yes","Continuing professional"
10,12,"IC2022",10376,4,"PEO4ISTR","1",944,15.38,1,"Yes","Recreational or avocational"
10,12,"IC2022",10381,5,"PEO5ISTR","1",1016,16.55,1,"Yes","	Adult basic or high school equivalency"
10,12,"IC2022",10386,6,"PEO6ISTR","1",364,5.93,1,"Yes","Secondary (high school)"
10,12,"IC2022",10388,7,"PEO7ISTR","1",606,9.87,1,"Yes","Remedial"
10,12,"IC2022",10391,11,"CNTLAFFI","1",1997,32.54,1,"Public","Institutional control or affiliation"
10,12,"IC2022",10396,12,"PUBPRIME","1",17,0.28,1,"Federal","Primary public control"
10,12,"IC2022",10401,13,"PUBSECON","1",14,0.23,1,"Federal","Secondary public control"
10,12,"IC2022",10411,10,"LEVEL1","1",3366,54.84,1,"Yes","Certificate of less than 1 year"
10,12,"IC2022",10412,11,"LEVEL1A","1",1005,16.37,1,"Yes","Certificate of less than 12 weeks"
10,12,"IC2022",10413,12,"LEVEL1B","1",3249,52.93,1,"Yes","Certificate of at least 12 weeks, but less than 1 year"
10,12,"IC2022",10416,15,"LEVEL2","1",3741,60.95,1,"Yes","Certifiicate of at least 1 year, but less than 2 years"
10,12,"IC2022",10421,20,"LEVEL3","1",2671,43.52,1,"Yes","Associate's degree"
10,12,"IC2022",10426,25,"LEVEL4","1",704,11.47,1,"Yes","Certificate of at least 2 years, but less than 4 years"
10,12,"IC2022",10431,30,"LEVEL5","1",2534,41.28,1,"Yes","Bachelor's degree"
10,12,"IC2022",10436,35,"LEVEL6","1",1223,19.93,1,"Yes","Postbaccalaureate certificate"
10,12,"IC2022",10441,40,"LEVEL7","1",2077,33.84,1,"Yes","Master's degree"
10,12,"IC2022",10446,45,"LEVEL8","1",831,13.54,1,"Yes","Post-master's certificate"
10,12,"IC2022",10452,62,"LEVEL17","1",880,14.34,1,"Yes","Doctor's degree - research/scholarship"
10,12,"IC2022",10453,64,"LEVEL18","1",889,14.48,1,"Yes","Doctor's degree - professional practice "
10,12,"IC2022",10454,66,"LEVEL19","1",138,2.25,1,"Yes","Doctor's degree - other"
10,12,"IC2022",10466,70,"LEVEL12","1",,,1,"Yes","Other degree"
10,12,"IC2022",10516,1,"OPENADMP","1",3655,59.55,1,"Yes","Open admission policy"
10,11,"FLAGS2022",10517,1,"STAT_ADM","1",1986,31.75,1,"Respondent","Response status - Admissions component"
10,11,"FLAGS2022",10518,2,"LOCK_ADM","8",1990,31.81,1,"Complete, final lock applied","Status of admissions component when institution was migrated"
10,11,"FLAGS2022",10519,7,"IMP_ADM","1",2,0.03,1,"Carry forward (CF)","Type of imputation method - Admissions component"
12,120,"ADM2022",10521,11,"ADMCON1","1",1570,78.85,1,"Required to be considered for admission","Secondary school GPA"
12,120,"ADM2022",10526,12,"ADMCON2","1",121,6.08,1,"Required to be considered for admission","Secondary school rank"
12,120,"ADM2022",10531,13,"ADMCON3","1",1733,87.04,1,"Required to be considered for admission","Secondary school record"
12,120,"ADM2022",10536,14,"ADMCON4","1",653,32.80,1,"Required to be considered for admission","Completion of college-preparatory program"
12,120,"ADM2022",10541,15,"ADMCON5","1",665,33.40,1,"Required to be considered for admission","Recommendations"
12,120,"ADM2022",10546,16,"ADMCON6","1",176,8.84,1,"Required to be considered for admission","Formal demonstration of competencies"
12,120,"ADM2022",10548,20,"ADMCON10","1",28,1.41,1,"Required to be considered for admission","Work experience"
12,120,"ADM2022",10549,21,"ADMCON11","1",661,33.20,1,"Required to be considered for admission","Personal statement or essay"
12,120,"ADM2022",10551,31,"ADMCON7","1",127,6.38,1,"Required to be considered for admission","Admission test scores"
12,120,"ADM2022",10556,32,"ADMCON8","1",1397,70.17,1,"Required to be considered for admission","English Proficiency Test"
12,120,"ADM2022",10559,59,"ADMCON9","1",230,11.55,1,"Required to be considered for admission","Other Test (Wonderlic, WISC-III, etc.)  "
10,12,"IC2022",10681,1,"CREDITS1","1",2935,47.82,1,"Yes","Dual enrollment"
10,12,"IC2022",10691,3,"CREDITS3","1",3240,52.79,1,"Yes","Advanced placement (AP) credits"
10,12,"IC2022",10721,11,"SLO5","1",1014,16.52,1,"Yes","ROTC"
10,12,"IC2022",10726,12,"SLO51","1",924,15.05,1,"Yes","ROTC - Army"
10,12,"IC2022",10731,13,"SLO52","1",166,2.70,1,"Yes","ROTC - Navy"
10,12,"IC2022",10733,14,"SLO521","1",51,0.83,1,"Yes","ROTC - Navy Marine Corps option
"
10,12,"IC2022",10736,15,"SLO53","1",602,9.81,1,"Yes","ROTC - Air Force"
10,12,"IC2022",10741,16,"SLO6","1",1898,30.92,1,"Yes","Study abroad"
10,12,"IC2022",10746,17,"SLO7","1",2972,48.42,1,"Yes","Weekend/evening  college"
10,12,"IC2022",10749,18,"SLOA","1",530,8.63,1,"Yes","Undergraduate research (co-curricula)
"
10,12,"IC2022",10751,19,"SLO8","1",1584,25.81,1,"Yes","Teacher certification (below the postsecondary level)"
10,12,"IC2022",10756,20,"SLO81","1",1190,19.39,1,"Yes","Teacher certification: Students can complete their preparation in certain areas of specialization"
10,12,"IC2022",10761,21,"SLO82","1",182,2.97,1,"Yes","Teacher certification: Students must complete their preparation at another institution for certain areas of specialization"
10,12,"IC2022",10766,22,"SLO83","1",1354,22.06,1,"Yes","Teacher certification: Approved by the state for initial certifcation or licensure of teachers."
10,12,"IC2022",10769,23,"SLOB","1",102,1.66,1,"Yes","Comprehensive transition and postsecondary program for students with intellectual disabilities
"
10,12,"IC2022",10771,24,"SLO9","1",2028,33.04,1,"Yes","None of the above special learning opportunities are offered"
10,12,"IC2022",10776,143,"YRSCOLL","1",34,0.55,1,"One","Years of college-level work required"
10,12,"IC2022",10786,31,"STUSRV2","1",5546,90.36,1,"Yes","Academic/career counseling service"
10,12,"IC2022",10791,32,"STUSRV3","1",4140,67.45,1,"Yes","Employment services for students"
10,12,"IC2022",10796,33,"STUSRV4","1",4757,77.50,1,"Yes","Placement services for completers"
10,12,"IC2022",10801,34,"STUSRV8","1",831,13.54,1,"Yes","On-campus day care for students' children"
10,12,"IC2022",10806,35,"STUSRV9","1",195,3.18,1,"Yes","None of the above selected services are offered"
10,12,"IC2022",10816,481,"ATHASSOC","1",2011,32.76,1,"Yes","Member of National Athletic Association"
10,12,"IC2022",10821,482,"ASSOC1","1",1109,18.07,1,"Yes","Member of National Collegiate Athletic Association (NCAA)"
10,12,"IC2022",10826,483,"ASSOC2","1",249,4.06,1,"Yes","Member of National Association of Intercollegiate Athletics (NAIA)"
10,12,"IC2022",10831,484,"ASSOC3","1",505,8.23,1,"Yes","Member of National Junior College Athletic  Association (NJCAA)"
10,12,"IC2022",10836,485,"ASSOC4","1",55,0.90,1,"Yes","Member of National Small College Athletic Association (NSCAA)"
10,12,"IC2022",10841,486,"ASSOC5","1",88,1.43,1,"Yes","Member of National Christian College Athletic Association (NCCAA)"
10,12,"IC2022",10846,487,"ASSOC6","1",140,2.28,1,"Yes","Member of other national athletic association not listed above"
10,12,"IC2022",10851,488,"SPORT1","1",776,12.64,1,"Yes","NCAA/NAIA member for football"
10,12,"IC2022",10856,489,"CONFNO1","214",,,1,"Allegheny Mountain Collegiate Conference","NCAA/NAIA conference number football"
10,12,"IC2022",10861,490,"SPORT2","1",1338,21.80,1,"Yes","NCAA/NAIA member for basketball"
10,12,"IC2022",10866,491,"CONFNO2","214",9,0.15,1,"Allegheny Mountain Collegiate Conference","NCAA/NAIA conference number basketball"
10,12,"IC2022",10871,492,"SPORT3","1",1150,18.74,1,"Yes","NCAA/NAIA member for baseball"
10,12,"IC2022",10876,493,"CONFNO3","214",9,0.15,1,"Allegheny Mountain Collegiate Conference","NCAA/NAIA conference number baseball"
10,12,"IC2022",10881,494,"SPORT4","1",1293,21.07,1,"Yes","NCAA/NAIA member for cross country/track"
10,12,"IC2022",10886,495,"CONFNO4","214",7,0.11,1,"Allegheny Mountain Collegiate Conference","NCAA/NAIA conference number cross country/track"
10,12,"IC2022",10901,10,"CALSYS","1",3150,51.32,1,"Semester","Calendar system"
10,12,"IC2022",10926,31,"FT_UG","1",5743,93.56,1,"Yes","Full-time undergraduate students are enrolled"
10,12,"IC2022",10931,32,"FT_FTUG","1",5607,91.35,1,"Yes","Full time first-time degree/certificate-seeking undergraduate students enrolled"
10,12,"IC2022",10946,35,"PT_UG","1",4290,69.89,1,"Yes","Part-time undergraduate students are enrolled"
10,12,"IC2022",10951,36,"PT_FTUG","1",3820,62.24,1,"Yes","Part time first-time degree/certificate-seeking undergraduate students enrolled"
10,12,"IC2022",10961,45,"TUITVARY","1",1511,24.62,1,"Yes","Tuition charge varies for in-district, in-state, out-of-state students"
10,12,"IC2022",10966,176,"ROOM","1",2087,34.00,1,"Yes","Institution provide on-campus housing"
10,12,"IC2022",10976,179,"BOARD","1",1086,17.69,1,"Yes, number of meals in the maximum meal plan offered","Institution provides board or meal plan"
10,14,"IC2022_PY",11262,194,"PRGMSR1","1",1727,79.51,1,"Clock hours","Largest program measured in credit or clock hours"
10,14,"IC2022_PY",11388,245,"PRGMSR2","1",1399,64.41,1,"Clock hours","2nd largest program measured in credit or clock hours"
10,14,"IC2022_PY",11408,252,"PRGMSR3","1",1066,49.08,1,"Clock hours","3rd largest program measured in credit or clock hours"
10,14,"IC2022_PY",11428,259,"PRGMSR4","1",826,38.03,1,"Clock hours","4th largest program measured in credit or clock hours"
10,14,"IC2022_PY",11448,268,"PRGMSR5","1",576,26.52,1,"Clock hours","5th largest program measured in credit or clock hours"
10,14,"IC2022_PY",11468,276,"PRGMSR6","1",420,19.34,1,"Contact hours","6th largest program measured in credit or clock hours"
10,11,"FLAGS2022",15050,103,"IMP_IC","1",,,1,"Carry forward (CF)","Type of imputation method Institutional Characteristics"
10,10,"HD2022",15055,79,"RPTMTH","1",3712,59.34,1,"Student charges for full academic year and fall GR/SFA/retention rate cohort","Reporting method for student charges, graduation rates, retention rates and student financial aid"
10,12,"IC2022",15066,174,"ALLONCAM","1",69,1.12,1,"Yes","Full-time, first-time degree/certificate-seeking students required to live on campus   "
10,10,"HD2022",15210,80,"INSTCAT","1",294,4.70,1,"Degree-granting, graduate with no undergraduate degrees","Institutional category"
10,10,"HD2022",15215,89,"CCBASIC","1",112,1.79,1,"Associate's--Public Rural-serving Small","Carnegie Classification 2005/2010: Basic"
10,10,"HD2022",15225,44,"LANDGRNT","1",122,1.95,1,"Land Grant Institution","Land Grant Institution"
10,10,"HD2022",15230,68,"DFRCGID","90",35,0.56,1,"Doctoral Universities: Highest Research Activity, Public/1 of 3","Data Feedback Report comparison group created by NCES"
10,12,"IC2022",15241,11,"TUITPL","1",5562,90.62,1,"Yes","Any alternative tuition plans offered by institution"
10,12,"IC2022",15244,12,"TUITPL1","1",507,8.26,1,"Yes","Tuition guaranteed plan"
10,12,"IC2022",15247,13,"TUITPL2","1",423,6.89,1,"Yes","Prepaid tuition plan"
10,12,"IC2022",15250,14,"TUITPL3","1",5479,89.26,1,"Yes","Tuition payment plan"
10,12,"IC2022",15253,15,"TUITPL4","1",107,1.74,1,"Yes","Other alternative tuition plan"
10,12,"IC2022",15301,33,"FTGDNIDP","1",2059,33.55,1,"Yes","Full-time graduate (not including doctor's professional practice) students are enrolled"
10,12,"IC2022",15306,37,"PTGDNIDP","1",1946,31.70,1,"Yes","Part-time graduate (not including doctor's professional practice) students are enrolled"
10,12,"IC2022",15311,39,"DOCPP","1",852,13.88,1,"Yes","Doctor's professional practice students are enrolled"
10,12,"IC2022",15316,40,"DOCPPSP","1",414,6.74,1,"Yes","Doctor's professional practice students are enrolled in programs formerly designated as first-professional"
10,12,"IC2022",15400,21,"DISTCRS","1",3732,60.80,1,"Yes","Distance education courses offered"
10,12,"IC2022",15401,30,"DISTNCED","1",69,1.12,1,"Yes","All programs offered completely via distance education"
10,12,"IC2022",15406,1,"DSTNCED1","1",3489,56.84,1,"Yes","Undergraduate level programs or courses are offered via distance education"
10,12,"IC2022",15411,11,"DSTNCED2","1",1880,30.63,1,"Yes","Graduate level programs or courses are offered via distance education"
10,12,"IC2022",15416,23,"DSTNCED3","1",2318,37.76,1,"Yes","Does not offer distance education opportunities"
10,12,"IC2022",15421,2,"DSTNUGC","1",3489,56.84,1,"Yes","Undergraduate level distance education courses offered"
10,12,"IC2022",15426,3,"DSTNUGP","1",2252,36.69,1,"Yes","Undergraduate level distance education programs offered"
10,12,"IC2022",15431,4,"DSTNUGN","1",2289,37.29,1,"Yes","Undergraduate level distance education not offered"
10,12,"IC2022",15436,12,"DSTNGC","1",1880,30.63,1,"Yes","Graduate level distance education courses offered"
10,12,"IC2022",15441,13,"DSTNGP","1",1553,25.30,1,"Yes","Graduate level distance education programs offered"
10,12,"IC2022",15446,14,"DSTNGN","1",226,3.68,1,"Yes","Graduate level distance education not offered"
10,10,"HD2022",15515,88,"C15BASIC","1",162,2.59,1,"Associate's Colleges: High Transfer-High Traditional","Carnegie Classification 2015: Basic"
10,10,"HD2022",15516,82,"C21IPUG","1",317,5.07,1,"Associate's Colleges: High Transfer","Carnegie Classification 2021: Undergraduate Instructional Program"
10,10,"HD2022",15517,83,"C21IPGRD","1",43,0.69,1,"Postbaccalaureate: Single program-Education","Carnegie Classification 2021: Graduate Instructional Program"
10,10,"HD2022",15518,84,"C21UGPRF","1",595,9.51,1,"Two-year, higher part-time","Carnegie Classification 2021: Undergraduate Profile"
10,10,"HD2022",15519,85,"C21ENPRF","1",1299,20.76,1,"Exclusively undergraduate two-year","Carnegie Classification 2021: Enrollment Profile"
10,10,"HD2022",15520,86,"C21SZSET","1",351,5.61,1,"Two-year, very small","Carnegie Classification 2021: Size and Setting"
10,10,"HD2022",15615,87,"C18BASIC","1",122,1.95,1,"Associate's Colleges: High Transfer-High Traditional","Carnegie Classification 2018: Basic"
10,10,"HD2022",15620,81,"C21BASIC","1",106,1.69,1,"Associate's Colleges: High Transfer-High Traditional","Carnegie Classification 2021: Basic"
10,10,"HD2022",16000,69,"DFRCUSCG","1",2304,36.83,1,"Yes, institution submitted a custom comparison group","Data Feedback Report - Institution submitted a custom comparison group"
10,10,"HD2022",16066,25,"F1SYSTYP","1",2405,38.44,1,"Institution is part of a multi-institution or multi-campus organization ","Multi-institution or multi-campus organization"
10,11,"FLAGS2022",16076,100,"NTRLDSTR","1",,,1,"Yes","Natural Disaster identification"
10,10,"HD2022",16086,55,"CBSA","10100",2,0.03,1,"Aberdeen, SD","Core Based Statistical Area (CBSA)"
10,10,"HD2022",16091,56,"CBSATYPE","1",5302,84.75,1,"Metropolitan Statistical Area ","CBSA Type Metropolitan or Micropolitan"
10,10,"HD2022",16096,57,"CSA","104",32,0.51,1,"Albany-Schenectady, NY","Combined Statistical Area (CSA)"
10,10,"HD2022",16116,59,"COUNTYCD","1003",4,0.06,1,"Baldwin County, AL","Fips County code"
10,10,"HD2022",16126,61,"CNGDSTCD","101",12,0.19,1,"AL, District 01","State and 116TH Congressional District ID"
10,12,"IC2022",16141,1,"VET1","1",2754,44.87,1,"Yes","Yellow Ribbon Program (officially known as Post-9/11 GI Bill, Yellow Ribbon Program)     "
10,12,"IC2022",16142,2,"VET2","1",2892,47.12,1,"Yes","Credit for military training"
10,12,"IC2022",16143,3,"VET3","1",3314,53.99,1,"Yes","Dedicated point of contact for support services for veterans, military servicemembers, and their families"
10,12,"IC2022",16144,4,"VET4","1",1630,26.56,1,"Yes","Recognized student veteran organization"
10,12,"IC2022",16145,5,"VET5","1",2385,38.86,1,"Yes","Member of Department of Defense Voluntary Educational Partnership Memorandum of Understanding"
10,12,"IC2022",16149,6,"VET9","1",1386,22.58,1,"Yes","Services  and programs are not available to veterans, military servicemembers, or their families?"
10,12,"IC2022",16151,150,"LIBRES1","1",4417,71.96,1,"Yes","Library resources/services: Physical facilities"
10,12,"IC2022",16153,151,"LIBRES2","1",5002,81.49,1,"Yes","Library resources/services: Organized collection of printed materials"
10,12,"IC2022",16155,152,"LIBRES3","1",5349,87.15,1,"Yes","Library resources/services: Access to digital/electronic resources"
10,12,"IC2022",16157,153,"LIBRES4","1",4026,65.59,1,"Yes","Library resources/services: Staff trained to provide and interpret library materials"
10,12,"IC2022",16159,154,"LIBRES5","1",4114,67.03,1,"Yes","Library resources/services: Established library hours"
10,12,"IC2022",16161,155,"LIBRES6","1",3544,57.74,1,"Yes","Library resources/services: Access to library collections that are shared with other institutions"
10,12,"IC2022",16163,156,"LIBRES9","1",358,5.83,1,"Yes","Library resources/services not provided"
10,11,"FLAGS2022",17001,3,"PRCH_ADM","1",,,1,"Parent record includes data from child campuses","Parent/child indicator for Admissions"
10,12,"IC2022",17011,1,"NONCRDT1","1",1527,24.88,1,"Yes","Workforce Education
"
10,12,"IC2022",17012,2,"NONCRDT2","1",1227,19.99,1,"Yes","Contract Training/Customized Training
"
10,12,"IC2022",17013,3,"NONCRDT3","1",948,15.44,1,"Yes","Remedial Education
"
10,12,"IC2022",17014,4,"NONCRDT4","1",1200,19.55,1,"Yes","Recreational/Avocational/Leisure/Personal Enrichment 
"
10,12,"IC2022",17015,5,"NONCRDT5","1",788,12.84,1,"Yes","Adult Basic Education
"
10,12,"IC2022",17016,6,"NONCRDT6","1",656,10.69,1,"Yes","Adult High School Diploma or Equivalent 
"
10,12,"IC2022",17017,7,"NONCRDT7","1",1054,17.17,1,"Yes","English as a Second Language 
"
10,12,"IC2022",17018,8,"NONCRDT8","1",1492,24.31,1,"Yes","Continuing Professional Education
"
10,12,"IC2022",17019,9,"NONCRDT9","1",3409,55.54,1,"Yes","Institution does not offer noncredit education
"
10,12,"IC2022",17021,16,"PRMPGM","1",893,14.55,1,"Yes","Participates in a Promise Program
"
10,18,"IC2022_PCCAMPUSES",18005,6,"PCSTABBR","AL",7,1.39,1,"Alabama","State abbreviation"
10,18,"IC2022_PCCAMPUSES",18007,8,"PCFIPS","1",7,1.39,1,"Alabama","FIPS state code"
10,18,"IC2022_PCCAMPUSES",18008,9,"PCOBEREG","0",,,1,"U.S. Service schools","Bureau of Economic Analysis (BEA) regions"
10,18,"IC2022_PCCAMPUSES",18015,18,"PCOPEFLAG","1",493,97.82,1,"Participates in Title IV federal financial aid programs","OPE Title IV eligibility indicator code"
10,18,"IC2022_PCCAMPUSES",18025,31,"PCSECTOR","0",,,1,"Administrative Unit","Sector of institution"
10,18,"IC2022_PCCAMPUSES",18026,32,"PCICLEVEL","1",307,60.91,1,"Four or more years","Level of institution"
10,18,"IC2022_PCCAMPUSES",18027,33,"PCCONTROL","1",137,27.18,1,"Public","Control of institution"
10,18,"IC2022_PCCAMPUSES",18029,35,"PCUGOFFER","1",455,90.28,1,"Undergraduate degree or certificate offering","Undergraduate offering"
10,18,"IC2022_PCCAMPUSES",18030,36,"PCGROFFER","1",206,40.87,1,"Graduate degree or certificate offering","Graduate offering"
10,18,"IC2022_PCCAMPUSES",18032,38,"PCDEGGRANT","1",402,79.76,1,"Degree-granting","Degree-granting status"
10,18,"IC2022_PCCAMPUSES",18033,41,"PCHBCU","1",2,0.40,1,"Yes","Historically Black College or University"
10,18,"IC2022_PCCAMPUSES",18034,42,"PCTRIBAL","1",1,0.20,1,"Yes","Tribal college"
10,18,"IC2022_PCCAMPUSES",18035,61,"PCLOCALE","11",118,23.41,1,"City: Large","Degree of urbanization (Urban-centric locale)"
10,18,"IC2022_PCCAMPUSES",18036,52,"PCOPENPUBL","1",504,100.00,1,"Institution is open to the public","Institution open to the general public"
10,18,"IC2022_PCCAMPUSES",18037,52,"PCACT","A",464,92.06,1,"Active - institution active","Status of institution"
10,18,"IC2022_PCCAMPUSES",18038,53,"PCCYACTIVE","1",504,100.00,1,"Yes","Institution is active in current year"
10,18,"IC2022_PCCAMPUSES",18039,54,"PCPOSTSEC","1",501,99.40,1,"Primarily postsecondary institution","Primarily postsecondary indicator"
10,18,"IC2022_PCCAMPUSES",18040,55,"PCPSEFLAG","1",501,99.40,1,"Active postsecondary institution","Postsecondary institution indicator"
10,18,"IC2022_PCCAMPUSES",18041,56,"PCPSET4FLG","1",492,97.62,1,"Title IV postsecondary institution","Postsecondary and Title IV institution indicator"
10,18,"IC2022_PCCAMPUSES",18042,62,"PCCBSA","10380",3,0.60,1,"Aguadilla-Isabela, PR","Core Based Statistical Area (CBSA)"
10,18,"IC2022_PCCAMPUSES",18043,63,"PCCBSATYPE","1",449,89.09,1,"Metropolitan Statistical Area","CBSA Type Metropolitan or Micropolitan"
10,18,"IC2022_PCCAMPUSES",18044,64,"PCCSA","104",1,0.20,1,"Albany-Schenectady, NY","Combined Statistical Area (CSA)"
10,18,"IC2022_PCCAMPUSES",18046,66,"PCCOUNTYCD","1069",1,0.20,1,"Houston County, AL","Fips County code"
10,18,"IC2022_PCCAMPUSES",18048,68,"PCCNGDSTCD","102",4,0.79,1,"AL, District 02","State and 116TH Congressional District ID"
10,18,"IC2022_PCCAMPUSES",18052,1,"PCLEVEL1","1",188,37.30,1,"Yes","Certificate of less than 1 year"
10,18,"IC2022_PCCAMPUSES",18053,2,"PCLEVEL1A","1",42,8.33,1,"Yes","Certificate of less than 12 weeks"
10,18,"IC2022_PCCAMPUSES",18054,3,"PCLEVEL1B","1",186,36.90,1,"Yes","Certificate of at least 12 weeks, but less than 1 year"
10,18,"IC2022_PCCAMPUSES",18055,4,"PCLEVEL2","1",271,53.77,1,"Yes","Certifiicate of at least 1 year, but less than 2 years"
10,18,"IC2022_PCCAMPUSES",18056,5,"PCLEVEL3","1",287,56.94,1,"Yes","Associate's degree"
10,18,"IC2022_PCCAMPUSES",18057,6,"PCLEVEL4","1",20,3.97,1,"Yes","Certificate of at least 2 years, but less than 4 years"
10,18,"IC2022_PCCAMPUSES",18058,7,"PCLEVEL5","1",246,48.81,1,"Yes","Bachelor's degree"
10,18,"IC2022_PCCAMPUSES",18059,8,"PCLEVEL6","1",79,15.67,1,"Yes","Postbaccalaureate certificate"
10,18,"IC2022_PCCAMPUSES",18060,9,"PCLEVEL7","1",195,38.69,1,"Yes","Master's degree"
10,18,"IC2022_PCCAMPUSES",18061,10,"PCLEVEL8","1",49,9.72,1,"Yes","Post-master's certificate"
10,18,"IC2022_PCCAMPUSES",18062,11,"PCLEVEL17","1",44,8.73,1,"Yes","Doctor's degree - research/scholarship"
10,18,"IC2022_PCCAMPUSES",18063,12,"PCLEVEL18","1",51,10.12,1,"Yes","Doctor's degree - professional practice "
10,18,"IC2022_PCCAMPUSES",18064,13,"PCLEVEL19","1",1,0.20,1,"Yes","Doctor's degree - other"
10,18,"IC2022_PCCAMPUSES",18067,21,"PCFT_FTUG","1",417,82.74,1,"Yes","Full time first-time degree/certificate-seeking undergraduate students enrolled"
10,18,"IC2022_PCCAMPUSES",18068,22,"PCROOM","1",25,4.96,1,"Yes","Institution provide on-campus housing"
10,18,"IC2022_PCCAMPUSES",18069,23,"PCALLONCAM","1",,,1,"Yes","Full-time, first-time degree/certificate-seeking students required to live on campus   "
10,18,"IC2022_PCCAMPUSES",18203,3,"PCPRGMSR1","1",65,12.90,1,"Clock hours","Largest program measured in credit or clock hours"
10,11,"FLAGS2022",20001,1139,"STAT_EF","1",5965,95.35,1,"Respondent","Response status of institution -  Fall enrollment"
10,11,"FLAGS2022",20006,1140,"LOCK_EF","0",102,1.63,1,"No data submitted","Status of Fall Enrollment survey when data collection closed"
10,11,"FLAGS2022",20011,1141,"PRCH_EF","1",1,0.02,1,"Parent record includes data from child campuses","Parent/child indicator f- Fall enrollment"
10,11,"FLAGS2022",20021,1144,"IMP_EF","1",13,0.21,1,"Carry foreward (CF)","Type of imputation method - Fall enrollment"
10,11,"FLAGS2022",20026,1145,"PTA99_EF","1",5974,95.49,1,"Respondent","Status enrollment by race/ethnicity (99.0000 CIP)"
10,11,"FLAGS2022",20031,1147,"PTB_EF","1",2653,42.41,1,"Respondent","Status enrollment summary by age"
10,11,"FLAGS2022",20036,1148,"PTC_EF","1",5494,87.82,1,"Respondent","Status residence of first-time first-year students"
10,11,"FLAGS2022",20041,1149,"PTD_EF","1",5700,91.11,1,"Respondent","Status total entering class and retention rates"
20,23,"EF2022B",20391,2,"EFBAGE","1",6408,8.22,1,"All age categories total","Age category"
20,23,"EF2022B",20396,1,"LSTUDY","1",33291,42.68,1,"All Students total","Level of student"
20,24,"EF2022C",20546,1,"EFCSTATE","99",5504,7.71,1,"All first-time degree/certificate seeking undergraduates, total","State of residence when student was first admitted"
