UNITID,LPBOOKSP,LPMEDIAP,LPSERIAP,LEBOOKSP,LEDATABP,LEMEDIAP,LESERIAP,LSALWAGP,LFRNGBNP,LEXMSBBP,LEXMSCSP,LEXMSOTP,LEXOMTLP,LEXPTOTF,LTOTLFTE,LLIBRFTE,LPROFFTE,LPAIDFTE,LSTUDFTE
148991,3,0,0,74,0,3,19,,,,,,,,1.00,1.00,0.00,0.00,0.00
149028,86,5,0,9,0,0,0,,,,,,,,1.00,1.00,0.00,0.00,0.00
149222,75,5,0,15,0,2,4,32,14,2,43,3,6,1103,83.00,25.00,2.00,46.00,10.00
149231,31,2,1,24,0,34,8,50,0,1,38,3,8,358,43.00,14.00,15.00,3.00,11.00
149310,93,5,1,0,1,0,0,,,,,,,,4.00,1.00,1.00,1.00,1.00
149329,19,0,0,81,0,0,0,,,,,,,,1.40,0.00,0.00,0.35,1.05
149365,35,8,0,57,0,0,0,77,13,3,5,0,2,212,8.00,2.00,3.00,2.00,1.00
149505,29,1,0,33,0,19,18,52,13,3,28,0,5,383,5.65,3.25,0.00,0.00,2.40
149514,70,7,0,6,0,4,12,52,12,10,13,1,12,649,10.23,2.00,3.00,0.00,5.23
149532,14,0,0,83,0,2,0,69,8,7,13,0,3,198,12.16,4.63,1.00,5.75,0.78
149639,7,2,0,1,0,89,0,,,,,,,,1.50,1.00,0.00,0.00,0.50
149727,14,0,0,63,0,4,19,55,11,6,8,2,18,363,16.23,5.40,10.13,0.00,0.70
149763,3,0,0,5,0,70,21,46,15,4,34,1,0,491,4.00,2.00,2.00,0.00,0.00
149772,55,8,1,13,0,14,9,60,0,5,26,4,5,554,30.00,0.00,9.00,19.00,2.00
149781,52,4,0,16,0,17,11,40,14,14,27,1,3,1262,28.00,9.00,13.00,0.00,6.00
149842,6,1,0,42,0,45,6,65,10,9,11,3,2,239,23.75,9.00,1.00,13.50,0.25
150066,18,1,0,58,0,11,12,56,11,2,21,10,0,556,9.50,5.00,2.50,0.00,2.00
150136,39,15,1,21,0,16,8,52,19,5,17,0,6,555,124.69,39.00,7.00,64.00,14.69
150145,21,0,0,67,0,0,12,59,0,7,16,1,17,280,5.50,4.00,0.00,0.00,1.50
150163,16,2,0,49,0,23,10,35,12,3,43,0,7,635,24.00,11.00,0.00,10.00,3.00
150172,53,1,0,47,0,0,0,82,0,1,17,0,0,287,3.50,1.50,2.00,0.00,0.00
150215,41,1,0,42,0,0,16,63,14,16,2,5,1,3408,6.50,2.50,2.00,0.00,2.00
150288,88,1,1,1,0,9,0,63,19,3,5,6,3,2584,7.40,3.00,2.00,1.10,1.30
150400,32,3,1,37,0,18,8,40,0,2,50,2,5,1269,41.25,8.50,1.00,6.75,25.00
150455,1,1,0,46,0,0,52,40,0,8,42,0,10,1179,16.33,6.93,0.00,2.97,6.43
150534,22,2,0,52,0,17,7,45,11,1,30,0,13,366,16.00,3.00,0.00,5.00,8.00
150604,11,1,0,46,0,4,38,61,0,0,27,0,11,366,6.80,2.00,0.00,3.00,1.80
150668,24,1,0,66,0,0,10,55,16,8,13,0,8,778,9.94,4.75,2.19,0.00,3.00
150677,15,0,0,44,0,13,27,43,8,10,23,0,15,255,7.10,2.60,0.00,1.00,3.50
150756,21,3,1,42,0,15,19,53,0,2,37,0,8,652,10.47,4.60,0.00,2.00,3.87
150774,92,2,0,6,0,0,0,71,0,9,18,2,0,294,2.90,1.00,1.40,0.00,0.50
150941,7,0,0,68,0,13,11,41,0,10,34,0,15,305,7.50,2.00,0.00,1.50,4.00
150987,4,0,0,6,0,88,1,64,18,2,13,1,2,81,70.01,35.87,9.13,23.26,1.75
151102,11,1,0,69,0,8,11,41,15,5,34,3,2,359,20.69,7.24,2.80,8.75,1.90
151111,55,2,4,33,0,2,4,39,15,2,39,1,4,610,129.97,48.00,32.00,38.37,11.60
151263,16,1,0,41,0,35,7,36,9,2,41,0,13,197,14.50,5.00,0.00,1.50,8.00
151290,0,0,0,67,0,4,29,44,12,1,35,1,8,180,5.59,2.71,0.28,0.00,2.60
151306,20,4,0,64,0,0,12,44,18,4,25,0,9,373,24.83,8.00,0.00,14.00,2.83
151324,33,2,9,35,0,12,8,57,0,3,34,0,6,486,63.00,16.00,15.00,5.00,27.00
151333,5,0,0,91,0,2,2,35,6,6,49,0,3,361,7.37,3.00,0.00,3.00,1.37
151342,13,0,0,71,0,8,6,47,17,2,30,2,2,504,19.87,8.50,3.00,6.78,1.59
151351,42,3,1,22,0,30,3,31,11,9,22,2,24,1305,337.81,90.00,84.50,105.00,58.31
151360,6,2,0,81,0,3,7,46,18,1,31,3,1,381,17.00,4.00,0.00,4.00,9.00
151379,18,0,0,72,0,0,10,59,0,9,28,0,4,279,24.50,6.00,0.00,6.50,12.00
151388,3,0,0,49,0,27,21,54,21,2,22,0,1,281,7.25,4.00,3.00,0.00,0.25
151467,93,3,3,0,0,1,0,,,,,,,,1.00,1.00,0.00,0.00,0.00
151661,1,0,0,71,0,26,2,,,,,,,,1.00,1.00,0.00,0.00,0.00
151777,10,0,0,54,0,14,22,46,0,1,42,0,11,364,6.60,2.00,0.00,2.00,2.60
151786,13,1,0,55,0,21,10,21,0,2,66,0,10,400,8.00,5.00,1.25,0.00,1.75
151801,9,0,0,28,0,5,58,40,0,4,48,1,7,183,5.50,2.50,0.00,1.50,1.50
151865,13,0,0,78,0,0,9,61,20,3,8,1,7,3678,3.00,2.00,0.00,0.00,1.00
151962,67,1,0,0,32,0,0,,,,,,,,2.00,0.00,0.00,1.00,1.00
152080,46,8,1,37,0,4,4,38,12,13,30,1,5,2206,186.00,66.00,47.00,62.00,11.00
152099,23,0,1,54,0,0,22,41,4,5,9,26,16,219,4.80,1.00,0.50,0.00,3.30
152318,4,0,0,82,0,0,13,32,9,24,29,3,3,511,6.00,3.00,1.00,0.00,2.00
152336,11,0,0,69,0,7,12,39,0,3,47,1,10,340,9.18,3.00,1.00,2.25,2.93
152381,10,0,0,63,0,7,19,30,0,6,49,3,12,346,2.90,1.00,0.00,0.00,1.90
152390,16,0,0,52,0,11,20,55,13,2,22,6,0,615,17.17,7.00,1.00,3.50,5.67
152451,26,1,0,63,0,0,10,37,9,13,11,1,30,3500,4.40,3.40,0.00,0.00,1.00
152530,11,0,0,61,0,10,19,52,18,2,13,2,13,476,14.30,5.00,0.00,3.95,5.35
152567,2,0,0,50,0,4,44,41,0,2,44,1,13,161,4.98,2.49,0.83,0.00,1.66
152600,43,2,0,33,0,0,22,44,11,4,25,0,16,682,24.00,10.00,1.50,6.00,6.50
152637,13,0,0,60,0,11,16,45,17,10,17,0,11,157,14.00,3.00,1.00,8.00,2.00
152673,9,1,0,77,0,9,4,42,0,9,40,1,7,1023,30.94,3.92,1.00,2.02,24.00
152798,15,0,0,21,0,29,34,29,8,6,55,1,1,669,2.30,1.00,0.00,1.30,0.00
152992,10,0,1,46,0,8,34,50,0,3,31,3,13,354,4.83,2.25,0.00,1.00,1.58
153001,18,1,0,54,0,17,9,37,0,4,46,3,10,408,5.80,3.80,0.00,1.00,1.00
153108,56,2,0,22,0,0,20,39,7,2,38,0,13,416,7.50,2.00,0.00,3.00,2.50
153126,20,0,0,72,0,0,7,36,0,3,53,0,8,477,6.33,3.00,0.00,0.50,2.83
153144,26,2,0,71,0,0,1,44,0,5,39,1,10,579,14.90,3.50,4.15,0.00,7.25
153162,10,1,0,40,0,16,32,60,0,18,15,0,7,939,29.00,4.00,3.00,5.00,17.00
153214,30,3,0,7,0,17,43,47,16,7,15,0,16,139,13.50,6.00,0.00,7.50,0.00
153241,95,5,0,0,0,0,0,54,0,19,9,6,13,1751,3.50,2.50,0.00,0.00,1.00
153250,10,1,0,51,0,19,20,42,12,5,26,0,14,353,6.97,2.85,0.00,1.38,2.74
153269,30,1,2,49,0,1,17,44,0,5,34,1,16,701,29.00,13.00,7.00,1.00,8.00
153278,26,1,0,51,0,9,11,64,0,5,23,0,9,321,12.00,5.00,5.00,0.00,2.00
153296,14,1,0,2,0,0,83,55,20,3,21,0,2,284,4.13,1.00,0.00,2.40,0.73
153302,69,0,0,0,0,0,31,35,5,29,12,0,19,1160,2.80,1.20,0.00,0.40,1.20
153311,71,9,0,4,0,16,0,63,21,7,7,0,2,132,8.00,3.00,3.00,1.00,1.00
153320,74,7,1,1,0,1,15,48,0,5,31,1,15,365,2.76,0.28,1.73,0.00,0.75
153366,28,0,0,72,0,0,0,25,6,15,52,0,2,271,16.50,2.00,0.00,0.50,14.00
153375,29,1,0,31,0,11,28,54,0,2,35,2,6,264,8.25,3.00,0.00,2.25,3.00
153384,18,1,0,68,0,7,6,47,0,11,41,0,1,2273,24.00,8.00,3.00,13.00,0.00
153427,4,0,0,2,0,0,93,,,,,,,,1.00,1.00,0.00,0.00,0.00
153445,11,0,0,89,0,0,0,53,20,1,17,0,8,148,4.75,2.00,0.00,2.75,0.00
153472,8,2,0,64,0,26,0,49,17,5,25,2,2,188,6.00,1.00,2.50,0.50,2.00
153524,0,0,0,29,0,53,18,45,4,0,44,0,7,28,2.76,0.00,0.00,2.21,0.55
153533,17,1,0,0,0,83,0,53,29,3,14,2,0,240,8.00,1.00,4.00,0.00,3.00
153603,39,1,1,51,0,1,8,31,10,5,49,0,5,768,139.00,43.00,35.00,42.00,19.00
153621,60,1,1,12,0,12,16,66,0,1,4,0,29,323,22.00,2.00,0.00,2.00,18.00
153630,1,0,0,34,0,64,0,56,14,30,0,0,0,49,13.50,1.00,0.50,0.00,12.00
153658,60,0,0,40,0,0,0,32,14,7,37,3,7,1442,212.00,96.00,30.00,66.00,20.00
153737,7,0,0,47,0,29,16,65,17,1,9,0,8,153,13.45,5.79,4.00,3.37,0.29
153825,38,1,0,48,0,0,13,48,10,1,23,2,15,336,7.00,3.00,2.00,0.00,2.00
153834,23,1,0,57,0,12,6,36,11,8,37,1,8,679,13.25,6.00,0.00,4.00,3.25
153861,21,52,18,0,0,8,0,45,0,13,35,3,4,85,5.00,2.00,2.00,0.00,1.00
153922,13,0,0,2,0,0,84,52,15,2,29,0,1,125,2.00,1.00,0.00,1.00,0.00
153977,2,0,0,81,0,9,8,62,0,1,31,2,4,386,4.50,2.00,1.00,1.50,0.00
154004,5,0,0,34,0,0,60,39,11,3,37,0,10,249,7.98,2.00,0.25,2.00,3.73
154013,13,1,0,61,0,13,12,44,0,2,46,1,8,342,7.00,4.00,1.00,0.00,2.00
154022,0,0,0,52,0,18,30,15,0,0,62,2,21,72,6.00,5.00,1.00,0.00,0.00
154059,9,0,0,76,0,15,0,50,0,3,34,0,13,139,4.00,1.00,2.00,0.00,1.00
154095,53,7,1,32,0,1,6,41,16,3,35,0,5,901,59.00,17.00,10.75,18.25,13.00
154101,18,0,0,53,0,15,14,10,0,5,59,4,22,241,6.38,1.38,0.00,3.00,2.00
154110,5,1,0,75,0,10,9,52,15,2,21,2,8,246,7.20,3.00,0.00,4.20,0.00
154129,9,2,0,45,0,43,2,42,20,12,16,1,9,140,1.70,1.00,0.70,0.00,0.00
154156,6,0,0,28,0,0,66,18,5,5,63,3,6,1141,11.28,3.00,0.00,3.80,4.48
154174,41,4,3,38,0,0,13,47,13,2,28,1,9,538,57.50,5.00,0.00,15.50,37.00
154235,31,2,0,37,0,0,31,38,11,3,43,1,4,527,14.80,5.80,1.00,5.00,3.00
154262,93,7,0,0,1,0,0,56,16,0,28,0,0,907,2.05,1.00,1.00,0.00,0.05
154350,22,3,0,48,0,0,27,42,12,4,28,7,8,426,7.17,2.00,0.00,2.17,3.00
154378,96,4,0,0,0,0,0,62,20,2,12,0,4,248,5.13,2.00,0.00,2.73,0.40
154396,4,0,0,67,0,19,9,52,27,4,9,4,4,193,2.50,1.00,0.00,1.50,0.00
154493,51,1,0,18,0,6,23,44,0,0,44,0,11,89,5.75,2.00,0.00,1.00,2.75
154518,5,0,0,43,0,0,52,52,0,11,31,5,0,132,18.00,2.00,1.00,1.00,14.00
154527,26,1,1,44,0,15,14,55,0,4,39,1,2,404,12.38,2.50,0.75,3.33,5.80
154536,9,0,0,67,0,20,4,56,0,7,4,0,33,821,2.50,1.00,0.00,1.00,0.50
154572,51,8,0,39,0,1,0,,,,,,,,4.50,1.00,1.00,0.00,2.50
154590,10,0,0,48,0,8,34,51,0,1,29,6,13,259,6.00,2.00,0.00,3.00,1.00
154642,22,1,0,20,0,57,0,44,8,11,29,0,9,129,2.75,2.00,0.00,0.00,0.75
154688,14,2,0,50,0,21,13,48,8,5,27,0,11,243,6.12,3.75,0.00,1.30,1.07
154697,4,0,0,81,0,14,0,49,14,4,26,2,4,64,3.00,1.00,1.00,1.00,0.00
154712,23,0,9,68,0,0,0,64,0,10,15,10,0,219,32.00,9.00,4.00,5.00,14.00
154721,5,0,0,95,0,0,0,62,0,4,32,1,0,212,4.40,2.00,0.00,0.00,2.40
154749,21,30,1,35,0,0,14,62,0,3,16,1,18,598,3.96,3.00,0.00,0.48,0.48
154800,18,3,0,13,0,32,33,82,0,8,6,2,2,120,9.85,6.70,0.00,0.75,2.40
154855,29,2,0,53,0,0,15,,,,,,,,9.00,1.00,1.00,0.00,7.00
154907,16,1,0,10,0,73,0,73,0,2,14,0,10,130,3.60,1.00,0.75,1.25,0.60
154925,99,0,0,0,0,0,0,,,,,,,,1.25,1.00,0.00,0.00,0.25
154934,83,3,0,10,0,3,0,65,20,3,5,0,6,252,6.00,3.00,1.00,0.00,2.00
154952,29,2,0,20,0,34,15,72,0,5,20,2,1,91,3.50,1.00,0.00,1.50,1.00
154998,62,4,0,0,0,34,0,81,0,5,8,0,6,137,9.00,1.00,0.00,3.00,5.00
155007,98,0,0,0,2,0,0,,,,,,,,2.00,1.00,0.00,0.00,1.00
155025,9,1,0,8,0,80,2,48,13,2,26,3,9,340,21.00,8.00,3.00,3.00,7.00
155052,5,1,0,28,0,66,0,,,,,,,,1.50,0.00,1.00,0.50,0.00
155061,23,2,1,60,0,5,10,46,13,4,33,1,4,233,22.70,10.00,3.00,5.00,4.70
155070,97,2,0,0,0,0,0,,,,,,,,9.00,1.00,0.00,0.00,8.00
155089,14,1,0,68,0,0,16,49,11,2,33,1,3,272,8.37,4.00,0.00,0.00,4.37
155098,98,2,0,0,0,0,0,,,,,,,,2.00,1.00,0.00,0.00,1.00
155104,98,2,0,0,0,0,0,75,13,7,4,0,0,121,3.75,1.00,2.00,0.00,0.75
155140,12,0,0,80,0,8,0,44,12,4,20,7,13,949,6.00,1.00,2.00,0.00,3.00
155177,88,11,0,0,0,0,0,57,12,4,25,1,0,346,3.50,1.00,0.00,0.00,2.50
155186,90,8,0,0,1,0,1,73,9,5,10,1,3,70,3.09,1.00,1.00,0.37,0.72
155195,36,2,0,9,0,53,0,84,0,3,9,0,4,55,10.00,3.00,0.00,1.00,6.00
155201,90,10,0,0,0,0,0,69,14,4,11,2,1,177,2.50,1.00,1.50,0.00,0.00
155210,12,1,0,44,0,18,26,49,14,9,24,0,3,215,15.00,8.00,2.00,5.00,0.00
155283,89,3,2,5,1,0,0,,,,,,,,1.00,1.00,0.00,0.00,0.00
155292,14,1,0,21,0,52,12,69,0,5,25,0,1,171,13.00,2.00,0.00,5.00,6.00
155308,88,9,3,0,0,0,0,,,,,,,,4.00,1.00,0.00,1.00,2.00
155317,67,6,2,18,0,5,2,41,12,5,34,3,5,943,146.00,52.00,0.00,76.00,18.00
155335,37,1,0,9,0,0,53,46,0,0,31,18,4,183,6.00,2.00,1.00,0.00,3.00
155399,33,3,1,52,0,7,4,36,12,1,40,2,8,683,86.00,28.00,26.00,17.00,15.00
155414,87,2,0,11,0,0,0,41,0,2,45,5,7,272,3.40,2.00,0.00,0.00,1.40
155450,17,0,0,83,0,0,0,77,0,1,16,0,6,155,5.00,1.00,0.00,2.00,2.00
155487,1,0,0,96,0,3,0,,,,,,,,,,,,
155496,85,4,0,12,0,0,0,56,21,0,21,0,2,755,6.00,1.00,0.00,1.00,4.00
155511,23,0,0,77,0,0,0,42,10,3,33,2,9,232,5.00,1.00,0.00,1.00,3.00
155520,12,0,0,87,0,0,0,45,0,5,45,4,1,265,6.25,2.00,1.75,0.00,2.50
155566,1,0,0,80,0,15,3,59,0,6,15,20,0,150,4.00,1.00,0.00,2.00,1.00
155593,58,41,1,0,0,0,0,,,,,,,,2.00,0.00,2.00,0.00,0.00
155618,90,6,1,0,3,0,0,,,,,,,,3.00,0.00,2.00,0.00,1.00
155627,7,0,0,28,0,0,64,48,7,0,42,2,2,102,2.29,0.43,0.00,0.00,1.82
155636,7,0,0,28,0,0,64,48,7,0,42,2,2,89,1.14,0.23,0.00,0.00,0.92
155681,41,1,0,42,0,0,16,45,16,5,21,2,12,369,50.00,10.00,0.00,7.00,33.00
155715,93,7,0,0,0,0,0,,,,,,,,14.73,1.73,0.00,0.00,13.00
155812,13,1,0,73,0,0,13,61,18,1,11,8,2,369,5.00,1.00,1.00,2.00,1.00
155830,0,0,0,0,100,0,0,,,,,,,,,,,,
155858,91,8,0,0,0,0,0,80,0,5,10,0,5,149,4.00,1.00,2.00,0.00,1.00
155900,4,0,0,92,0,0,4,36,0,1,59,3,0,186,18.00,1.00,0.00,0.00,17.00
155937,19,1,9,71,0,0,0,60,7,1,22,4,6,247,8.00,1.00,1.00,1.00,5.00
155973,8,1,0,57,0,33,1,37,0,2,29,33,0,215,11.00,1.00,0.00,0.00,10.00
156082,47,4,1,26,0,10,12,70,0,2,22,1,6,722,43.80,17.00,5.00,6.00,15.80
156107,84,11,0,2,3,0,0,47,14,5,30,3,1,33,1.00,1.00,0.00,0.00,0.00
156125,10,1,0,6,0,82,1,39,12,7,36,1,4,562,59.00,18.00,2.00,26.00,13.00
156134,100,0,0,0,0,0,0,,,,,,,,,,,,
156189,25,0,0,66,0,0,9,47,16,14,22,2,0,341,18.00,2.00,1.00,1.00,14.00
156213,19,0,0,42,0,34,4,63,0,8,22,1,6,372,9.17,4.00,1.00,1.50,2.67
156222,25,4,1,63,0,3,3,66,0,11,13,1,9,1482,36.00,4.00,10.00,8.50,13.50
156231,9,0,0,76,0,1,14,68,1,11,15,5,1,178,4.25,2.00,0.00,2.25,0.00
156286,17,1,0,58,0,8,15,35,8,2,49,2,5,371,11.36,4.50,0.00,4.86,2.00
156295,36,2,0,48,0,5,8,68,0,2,23,1,6,1066,21.00,7.00,1.00,7.00,6.00
156338,1,0,0,41,0,30,28,64,26,0,4,0,5,186,7.25,4.00,2.00,1.00,0.25
156356,47,1,0,8,0,9,35,56,10,9,15,0,11,365,7.00,2.00,0.00,3.00,2.00
156365,7,0,0,56,0,26,10,33,9,0,43,0,15,74,10.00,2.00,1.00,2.00,5.00
156392,8,1,0,73,0,0,18,60,26,3,10,0,1,119,12.00,4.00,1.00,3.00,4.00
156408,32,1,0,60,0,0,7,46,0,2,45,0,7,957,17.00,6.00,5.00,0.00,6.00
156417,63,2,0,34,0,1,0,,,,,,,,4.00,1.00,1.00,0.00,2.00
156471,83,10,0,7,0,0,0,72,0,6,21,1,0,42,3.36,1.12,1.12,0.00,1.12
156541,2,0,0,13,0,82,3,19,0,0,20,0,61,92,18.52,3.00,0.00,3.00,12.52
156620,41,2,1,28,0,21,8,48,16,3,26,2,5,398,58.30,21.00,3.00,23.30,11.00
156648,4,0,0,76,0,8,11,55,24,2,17,0,1,97,3.35,1.90,0.00,1.45,0.00
156727,0,0,0,95,0,0,4,46,0,1,51,1,2,444,5.00,4.00,0.00,1.00,0.00
156745,16,0,0,71,0,8,5,42,0,3,1,4,51,433,30.50,3.00,1.50,0.00,26.00
156790,16,1,0,65,0,7,11,63,28,2,5,0,2,248,6.00,2.00,0.00,4.00,0.00
156851,14,1,0,28,0,21,37,65,28,0,7,0,0,336,2.85,1.00,1.00,0.32,0.53
156860,24,1,0,32,0,0,43,78,0,2,19,0,0,172,3.75,1.00,2.50,0.25,0.00
156921,13,1,0,48,0,26,13,59,23,2,12,0,4,215,21.00,5.50,6.00,6.00,3.50
157021,2,0,0,98,0,0,0,,,,,,,,1.00,0.00,1.00,0.00,0.00
157030,91,8,0,0,0,0,1,,,,,,,,3.00,1.00,0.00,2.00,0.00
157058,17,1,0,55,0,22,5,63,11,1,20,0,6,444,19.00,6.00,0.00,5.00,8.00
157076,14,0,0,74,0,0,12,52,12,1,20,6,9,359,15.50,2.50,1.00,5.00,7.00
157085,40,13,1,40,0,2,4,37,10,4,40,3,7,841,166.00,54.00,27.00,71.00,14.00
157100,25,1,0,60,0,13,0,36,10,17,30,4,3,460,7.30,2.00,0.00,1.00,4.30
157207,9,0,0,64,0,17,9,54,16,6,14,0,10,5470,2.75,2.00,0.75,0.00,0.00
157216,7,0,0,78,0,13,1,50,17,6,20,3,5,115,22.00,2.00,4.00,2.00,14.00
157289,50,4,2,26,0,12,6,33,0,7,54,2,4,936,117.50,49.00,7.50,47.00,14.00
157298,36,0,0,62,0,0,2,52,16,10,18,2,1,4374,6.50,3.00,1.00,0.00,2.50
157304,6,0,0,53,0,24,17,57,25,2,15,0,2,200,4.00,2.00,0.00,2.00,0.00
157331,3,0,0,82,0,4,11,59,23,1,13,0,4,164,4.50,2.00,0.00,2.50,0.00
157377,1,0,0,98,0,0,1,61,0,0,20,0,19,217,6.05,2.00,0.00,0.00,4.05
157386,31,3,1,22,0,33,10,43,0,1,39,0,17,337,44.33,8.00,6.00,7.00,23.33
157401,29,2,0,53,0,9,8,40,0,6,43,1,10,380,42.45,11.00,3.00,19.00,9.45
157438,0,0,0,88,0,0,11,57,22,2,19,0,1,66,2.50,1.00,1.50,0.00,0.00
157447,31,5,6,38,0,6,14,41,17,2,30,0,9,356,62.00,19.00,5.00,15.00,23.00
157483,6,1,0,62,0,13,18,53,20,7,12,0,9,143,4.07,2.02,0.00,2.05,0.00
157535,12,0,0,54,0,27,7,42,6,2,43,0,6,617,17.88,7.00,0.00,4.75,6.13
157553,26,1,0,29,0,0,44,61,26,3,9,0,2,353,10.00,3.00,0.00,7.00,0.00
157711,5,0,0,80,0,0,14,76,3,0,14,0,7,130,4.00,3.00,1.00,0.00,0.00
157739,12,1,0,68,0,0,19,64,22,2,5,0,5,261,9.50,1.50,0.00,4.00,4.00
157748,9,21,18,51,0,0,0,30,12,2,3,4,48,585,16.00,5.00,5.00,0.00,6.00
157757,2,0,0,51,0,10,38,38,9,4,39,10,0,345,14.00,3.00,1.00,1.00,9.00
157793,31,1,0,41,0,0,26,46,4,0,44,0,5,275,6.00,6.00,0.00,0.00,0.00
157809,3,0,0,0,0,72,25,50,0,0,42,7,0,156,13.50,2.00,1.00,0.50,10.00
157818,28,1,0,57,0,10,5,55,0,5,31,0,8,707,11.50,4.00,0.00,3.00,4.50
157863,15,0,0,66,0,7,10,58,11,1,21,0,9,379,6.60,3.00,1.00,1.97,0.63
157951,62,3,1,23,0,0,11,36,14,4,36,0,10,449,56.50,14.00,7.00,25.50,10.00
158088,3,1,0,96,0,0,0,50,18,1,29,2,0,160,2.00,2.00,0.00,0.00,0.00
158431,12,2,0,2,0,32,52,57,22,4,15,2,1,155,9.00,4.00,3.00,0.00,2.00
158477,16,3,1,33,0,5,43,52,8,0,24,9,7,470,9.76,2.00,1.00,0.00,6.76
158662,7,0,0,47,0,2,43,26,9,20,23,1,21,348,22.00,7.00,7.00,8.00,0.00
158802,19,0,0,81,0,0,0,69,15,0,14,0,1,291,5.00,3.00,2.00,0.00,0.00
158884,43,5,0,33,0,0,19,52,0,0,18,0,30,97,3.50,1.50,0.00,1.00,1.00
159009,3,0,2,39,0,12,44,42,17,0,42,0,0,261,13.00,3.00,7.00,0.00,3.00
159197,99,0,0,1,0,0,0,,,,,,,,1.00,0.00,0.00,0.00,1.00
159373,21,0,2,76,0,0,1,25,11,2,57,4,2,1377,23.60,10.00,1.00,10.00,2.60
159382,14,0,0,65,0,21,0,70,0,0,5,0,25,110,8.00,3.00,2.00,0.00,3.00
159391,43,17,8,27,0,0,5,42,0,7,42,1,7,467,123.83,62.00,43.51,9.00,9.32
159407,19,0,0,35,0,15,30,57,0,0,19,0,24,136,6.00,2.00,2.00,0.00,2.00
159416,37,10,0,40,0,0,13,47,21,1,10,1,20,195,24.00,9.00,1.00,8.00,6.00
159568,17,1,0,72,0,0,10,13,0,5,45,5,32,205,23.50,0.50,0.00,3.00,20.00
159647,64,0,0,17,0,0,20,27,13,1,47,2,11,339,55.00,4.00,1.00,12.00,38.00
159656,45,2,0,11,0,0,41,52,12,1,28,2,6,407,24.75,9.00,7.00,4.80,3.95
159717,42,0,5,32,0,11,9,50,19,1,18,11,1,285,32.00,4.00,3.00,4.00,21.00
159939,54,12,1,29,0,0,4,57,0,1,38,0,4,328,21.00,7.00,3.00,10.00,1.00
159948,46,4,4,32,0,14,0,41,14,8,8,14,15,672,11.00,5.00,1.00,0.00,5.00
159966,35,10,3,47,0,0,5,45,21,1,31,2,1,298,40.00,8.00,12.00,0.00,20.00
159993,20,7,1,55,0,0,17,49,25,0,25,0,1,203,32.00,9.00,7.00,0.00,16.00
160010,12,2,0,2,0,32,52,57,22,4,15,2,1,0,0.00,0.00,0.00,0.00,0.00
160038,73,24,0,3,0,0,0,47,25,0,14,13,2,249,60.00,6.00,2.00,12.00,40.00
160065,12,3,0,63,0,9,14,45,0,8,42,0,4,808,7.03,4.00,0.00,2.53,0.50
160074,2,0,0,97,0,1,0,49,5,8,37,0,0,515,7.50,3.50,0.00,3.50,0.50
160409,5,0,0,62,0,22,11,45,11,3,37,0,3,2372,3.00,1.00,0.00,1.00,1.00
160481,2,0,0,75,0,11,12,46,18,7,11,1,17,266,4.50,2.00,2.00,0.50,0.00
160524,0,0,0,48,0,3,48,,,,,,,,,,,,
160579,2,0,0,5,0,14,78,53,25,0,3,1,18,158,4.00,4.00,0.00,0.00,0.00
160612,24,4,0,52,0,7,13,37,20,2,37,0,4,323,50.00,16.00,0.00,15.00,19.00
160621,13,48,1,27,0,0,11,61,15,4,10,7,3,372,46.00,11.00,3.00,7.00,25.00
160630,21,22,7,2,36,0,12,21,8,0,14,0,56,851,8.00,3.00,3.00,1.00,1.00
160649,29,41,0,30,0,0,0,57,21,0,5,0,17,177,5.50,2.00,2.00,1.50,0.00
160658,38,7,2,40,0,0,13,48,0,0,45,0,7,358,59.38,18.00,2.00,36.00,3.38
160667,0,0,0,79,0,0,21,54,19,1,17,2,7,208,5.00,4.00,0.00,1.00,0.00
160755,53,1,2,38,0,0,6,29,6,11,47,4,3,1645,131.00,51.00,0.00,65.00,15.00
160904,10,1,1,63,0,17,9,68,12,3,14,0,2,490,26.00,10.00,3.00,7.00,6.00
160959,21,2,0,48,0,0,29,75,0,3,11,1,10,1217,9.15,3.00,1.00,0.95,4.20
160977,24,2,0,61,0,9,5,36,13,8,33,4,6,2294,52.00,12.00,10.00,0.00,30.00
160995,96,4,0,0,0,0,0,,,,,,,,1.00,0.00,1.00,0.00,0.00
161004,33,3,1,44,0,12,8,35,11,11,37,2,5,3530,34.00,17.00,1.91,12.95,2.14
161022,20,0,4,2,0,0,73,16,3,0,81,0,0,1880,1.00,1.00,0.00,0.00,0.00
161077,1,0,0,42,0,11,46,59,16,2,21,1,2,162,5.50,2.00,0.00,0.50,3.00
161086,18,2,0,33,0,44,3,40,12,8,34,2,4,2312,45.71,16.00,8.00,8.51,13.20
161138,6,0,0,81,0,13,0,44,18,1,26,0,10,123,8.00,1.00,0.00,0.00,7.00
161192,0,0,0,44,0,11,44,53,25,1,12,0,9,228,2.00,2.00,0.00,0.00,0.00
161208,59,0,1,0,39,0,1,,,,,,,,1.75,0.75,0.00,0.00,1.00
161217,12,0,0,55,0,18,14,38,19,30,7,2,4,222,27.00,4.00,3.00,0.00,20.00
161226,7,1,0,78,0,0,14,53,28,12,3,0,3,364,41.00,3.00,4.00,0.00,34.00
161235,8,6,0,68,0,3,16,64,23,0,12,0,1,303,7.23,1.25,0.00,2.00,3.98
