UNITID,GRCOHRT,UGENTERN,PGRCOHRT,RRFTCT,RRFTEX,RRFTIN,RRFTCTA,RET_NMF,RET_PCF,RRPTCT,RRPTEX,RRPTIN,RRPTCTA,RET_NMP,RET_PCP,STUFACR
102368,1413,3040,46,1328,0,0,1328,993,75,200,0,0,200,58,29,16
102377,533,602,89,545,0,0,545,412,76,6,0,0,6,4,67,7
102395,,,,0,0,0,0,0,,1,0,0,1,1,100,11
102429,505,1775,28,450,0,0,450,297,66,204,0,0,204,133,65,13
102553,705,1772,40,489,0,0,489,324,66,152,0,0,152,71,47,11
102580,3,13,23,4,0,0,4,1,25,0,0,0,0,0,,3
102614,561,1456,39,396,0,0,396,276,70,46,0,0,46,20,43,11
102632,111,380,29,69,0,0,69,45,65,12,0,0,12,3,25,9
102669,24,321,7,17,0,0,17,14,82,4,0,0,4,2,50,8
102711,,,,65,0,0,65,55,85,152,0,0,152,118,78,12
102845,,,,1,0,0,1,0,0,,,,,,,25
103501,,,,211,0,0,211,153,73,,,,,,,15
103741,,,,52,0,0,52,44,85,9,0,0,9,4,44,20
103893,,,,272,0,0,272,181,67,,,,,,,27
103909,,,,72,0,0,72,44,61,,,,,,,16
103927,,,,123,0,0,123,92,75,,,,,,,25
103954,,,,3,0,0,3,3,100,,,,,,,17
103963,,,,93,1,0,92,55,60,,,,,,,22
104090,,,,0,0,0,0,0,,,,,,,,24
104151,14980,19762,76,14097,166,0,13931,11892,85,153,5,0,148,74,50,19
104160,579,2499,23,515,0,0,515,327,63,1617,0,0,1617,674,42,20
104179,6154,12552,49,6012,11,0,6001,5139,86,2471,0,0,2471,1645,67,17
104346,367,2659,14,395,0,0,395,225,57,1256,0,0,1256,434,35,15
104391,,,,44,0,0,44,37,84,,,,,,,18
104425,511,1021,50,528,0,0,528,368,70,187,0,0,187,91,49,15
104443,,,,11,0,0,11,9,82,4,0,0,4,2,50,16
104568,,,,154,0,0,154,149,97,110,0,0,110,97,88,21
104577,510,1010,50,488,0,0,488,248,51,248,0,0,248,81,33,19
104586,756,862,88,744,0,0,744,582,78,5,0,0,5,3,60,18
104708,1200,5792,21,857,0,0,857,572,67,722,0,0,722,294,41,15
104717,7401,21161,35,6722,0,0,6722,4719,70,875,2,0,873,335,38,20
105145,224,2226,10,187,0,0,187,102,55,212,0,0,212,96,45,12
105154,1228,7235,17,823,0,0,823,523,64,675,0,0,675,275,41,15
105206,108,673,16,110,0,0,110,55,50,277,0,0,277,98,35,13
105215,,,,337,2,0,335,188,56,,,,,,,30
105297,123,258,48,5,0,0,5,5,100,3,0,0,3,2,67,15
105330,5434,7388,74,4749,2,0,4747,3605,76,546,0,0,546,231,42,20
105349,43,1260,3,25,0,0,25,10,40,61,0,0,61,17,28,11
105428,578,4503,13,405,0,0,405,271,67,392,0,0,392,177,45,12
105525,1066,5087,21,855,1,0,854,584,68,1441,0,0,1441,749,52,19
105534,,,,0,0,0,0,0,,,,,,,,26
105543,,,,121,0,0,121,77,64,,,,,,,18
105589,32,67,48,36,0,0,36,19,53,1,0,0,1,1,100,9
105659,,,,343,1,0,342,271,79,,,,,,,34
105668,162,8608,2,93,0,0,93,56,60,169,0,0,169,72,43,28
105677,,,,,,,,,,,,,,,,6
105747,399,3344,12,309,0,0,309,194,63,245,0,0,245,102,42,14
105792,312,1976,16,229,0,0,229,125,55,162,0,0,162,59,36,14
105899,295,424,70,300,0,0,300,181,60,11,0,0,11,6,55,15
106041,,,,835,5,0,830,516,62,,,,,,,38
106148,484,2555,19,500,0,0,500,320,64,642,0,0,642,256,40,18
106245,523,1934,27,416,0,0,416,310,75,29,0,0,29,13,45,11
106263,,,,,,,,,,,,,,,,20
106306,136,218,62,128,0,0,128,25,20,20,0,0,20,4,20,23
106315,,,,9,0,0,9,6,67,,,,,,,20
106324,,,,15,0,0,15,7,47,10,0,0,10,4,40,8
106342,144,187,77,138,0,0,138,70,51,0,0,0,0,0,,9
106351,,,,8,1,0,7,3,43,,,,,,,25
106360,,,,2,0,0,2,1,50,,,,,,,16
106397,7063,8752,81,6012,0,0,6012,5145,86,51,0,0,51,31,61,20
106412,504,709,71,590,1,0,589,347,59,87,0,0,87,18,21,13
106449,541,772,70,533,1,0,532,329,62,50,0,0,50,20,40,15
106458,1240,2128,58,1199,0,0,1199,930,78,69,0,0,69,23,33,15
106467,1385,1769,78,1078,0,0,1078,678,63,6,0,0,6,1,17,18
106485,374,993,38,249,0,0,249,169,68,1,0,0,1,1,100,12
106494,,,,11,0,0,11,8,73,,,,,,,19
106546,4,207,2,0,0,0,0,0,,,,,,,,8
106625,251,375,67,244,0,0,244,152,62,43,0,0,43,20,47,16
106704,1799,2355,76,1844,0,0,1844,1367,74,10,0,0,10,2,20,14
106713,103,202,51,115,0,0,115,72,63,2,0,0,2,0,0,10
106795,181,537,34,173,0,0,173,136,79,57,0,0,57,22,39,17
106810,54,88,61,44,0,0,44,32,73,,,,,,,9
106883,99,544,18,122,0,0,122,67,55,19,0,0,19,12,63,11
106908,,,,48,0,0,48,42,88,1,0,0,1,1,100,15
106980,474,706,67,502,0,0,502,271,54,79,0,0,79,28,35,14
106999,186,283,66,179,0,0,179,80,45,23,0,0,23,6,26,13
107044,801,1119,72,744,0,1,745,629,84,2,0,3,5,2,40,15
107071,404,539,75,362,0,0,362,207,57,2,0,0,2,0,0,16
107080,363,377,96,315,0,0,315,249,79,,,,,,,11
107099,,,,10,0,0,10,6,60,,,,,,,25
107123,,,,,,,,,,,,,,,,8
107141,304,703,43,329,1,0,328,277,84,4,0,0,4,2,50,15
107220,,,,169,0,0,169,128,76,,,,,,,8
107293,,,,10,0,0,10,7,70,,,,,,,22
107318,56,156,36,85,0,0,85,61,72,45,0,0,45,17,38,11
107327,149,578,26,163,0,0,163,92,56,36,0,0,36,15,42,17
107442,,,,4,0,0,4,1,25,,,,,,,20
107460,306,462,66,268,0,0,268,147,55,45,0,1,46,13,28,12
107488,,,,152,0,0,152,142,93,,,,,,,8
107512,445,600,74,485,0,0,485,383,79,0,0,0,0,0,,12
107521,90,175,51,53,0,0,53,27,51,22,0,0,22,6,27,12
107549,121,405,30,129,0,0,129,88,68,8,0,0,8,3,38,13
107558,229,295,78,201,4,0,197,135,69,0,0,0,0,0,,14
107585,410,872,47,390,0,0,390,213,55,89,0,0,89,35,39,20
107600,217,326,67,90,0,0,90,65,72,,,,,,,11
107619,115,208,55,117,0,0,117,89,76,21,0,0,21,13,62,10
107637,45,342,13,39,0,0,39,21,54,93,0,0,93,34,37,9
107655,,,,8,0,0,8,5,63,,,,,,,14
107664,605,1271,48,729,0,0,729,436,60,191,0,0,191,61,32,15
107725,114,521,22,123,0,0,123,82,67,52,0,0,52,28,54,12
107743,135,351,38,172,0,0,172,106,62,33,0,0,33,16,48,16
107789,,,,35,0,0,35,31,89,,,,,,,18
107831,,,,5,0,0,5,4,80,0,0,0,0,0,,25
107840,112,126,89,56,0,0,56,18,32,14,0,0,14,2,14,12
107877,144,192,75,190,0,0,190,110,58,0,0,0,0,0,,16
107974,165,532,31,172,0,0,172,84,49,47,1,0,46,24,52,13
107983,703,1164,60,628,0,0,628,443,71,4,0,0,4,3,75,15
107992,195,322,61,201,0,0,201,115,57,41,0,0,41,10,24,11
108065,,,,7,0,0,7,6,86,2,0,0,2,2,100,15
108092,764,1136,67,570,1,0,569,405,71,29,0,0,29,16,55,19
108232,163,845,19,255,0,0,255,179,70,234,0,0,234,93,40,15
108667,159,2633,6,129,3,0,126,71,56,413,0,0,413,106,26,30
108807,780,3348,23,690,0,0,690,448,65,403,0,0,403,146,36,22
108852,56,88,64,76,0,0,76,62,82,,,,,,,12
108861,3,12,25,0,0,0,0,0,,0,0,0,0,0,,2
108977,,,,13,0,0,13,11,85,16,0,0,16,15,94,25
109040,,,,99,0,0,99,73,74,,,,,,,31
109208,1147,9141,13,1043,0,0,1043,721,69,1958,0,0,1958,782,40,27
109350,1272,3731,34,0,0,0,0,0,,0,0,0,0,0,,22
109651,275,423,65,273,4,0,269,231,86,,,,,,,8
109721,,,,122,0,0,122,83,68,,,,,,,15
109730,,,,,,,,,,,,,,,,12
109785,510,654,78,624,0,0,624,486,78,10,0,0,10,2,20,10
109819,1604,7765,21,0,0,0,0,0,,0,0,0,0,0,,28
109907,260,1260,21,195,0,0,195,124,64,117,0,0,117,38,32,21
109934,,,,36,0,0,36,27,75,,,,,,,20
110060,23,43,53,61,0,0,61,11,18,1,0,0,1,0,0,15
110097,694,969,72,644,0,0,644,543,84,3,0,0,3,1,33,13
110194,,,,162,0,0,162,143,88,,,,,,,15
110219,373,515,72,0,0,0,0,0,,,,,,,,28
110246,1093,3241,34,965,0,0,965,676,70,1009,0,0,1009,303,30,20
110316,,,,,,,,,,,,,,,,13
110334,549,2721,20,718,0,0,718,530,74,559,0,0,559,219,39,16
110361,1269,2588,49,1332,1,0,1331,965,73,40,0,0,40,13,33,18
110370,190,276,69,209,0,0,209,164,78,,,,,,,7
110404,224,232,97,270,1,0,269,264,98,,,,,,,3
110413,602,825,73,490,0,0,490,397,81,,,,,,,14
110422,5099,5983,85,4859,0,0,4859,4566,94,25,0,0,25,16,64,20
110468,,,,0,0,0,0,0,,0,0,0,0,0,,4
110486,1080,2322,47,1137,0,0,1137,829,73,28,0,0,28,13,46,19
110495,963,2496,39,874,0,0,874,706,81,77,0,0,77,36,47,18
110510,2236,5114,44,1908,0,0,1908,1528,80,93,0,0,93,49,53,23
110529,3576,6716,53,3386,0,0,3386,2935,87,77,0,0,77,42,55,25
110538,1970,3483,57,1877,0,0,1877,1499,80,52,0,0,52,20,38,20
110547,1908,4068,47,1920,0,0,1920,1348,70,128,0,0,128,41,32,22
110556,3236,6290,51,3170,0,0,3170,2400,76,281,0,0,281,117,42,21
110565,4965,9983,50,4064,0,0,4064,3475,86,155,0,0,155,73,47,24
110574,882,2822,31,921,0,0,921,690,75,20,0,0,20,10,50,22
110583,5260,9480,55,4740,0,0,4740,4050,85,125,0,0,125,84,67,22
110592,3715,6602,56,3895,0,0,3895,2862,73,200,0,0,200,78,39,22
110608,4899,10126,48,4617,0,0,4617,3449,75,99,0,0,99,45,45,24
110617,3804,8024,47,3486,0,0,3486,2797,80,95,0,0,95,50,53,24
110635,6680,9435,71,6892,0,0,6892,6608,96,39,0,0,39,33,85,19
110644,6292,9194,68,7382,0,0,7382,6784,92,100,0,0,100,75,75,21
110653,5656,8259,68,6473,0,0,6473,5908,91,16,0,0,16,12,75,18
110662,6450,10149,64,6567,0,0,6567,6341,97,17,0,0,17,9,53,18
110671,5522,7097,78,5154,0,0,5154,4502,87,50,0,0,50,17,34,24
110680,6530,9618,68,7506,0,0,7506,7010,93,36,0,0,36,28,78,19
110705,4944,7102,70,4884,0,0,4884,4511,92,14,0,0,14,8,57,17
110714,3834,5086,75,4155,0,0,4155,3655,88,33,0,0,33,17,52,23
110778,,,,,,,,,,,,,,,,11
110875,,,,8,0,0,8,8,100,,,,,,,14
110918,,,,0,0,0,0,0,,1,0,0,1,1,100,1
111045,2,12,17,0,0,0,0,0,,0,0,0,0,0,,12
111054,,,,1,0,0,1,1,100,,,,,,,18
111081,189,253,75,204,0,0,204,173,85,0,0,0,0,0,,7
111188,145,215,67,195,0,0,195,142,73,,,,,,,12
111434,268,2205,12,154,0,0,154,116,75,450,0,0,450,162,36,22
111461,1354,4132,33,1263,0,0,1263,899,71,735,0,0,735,267,36,26
111513,,,,12,0,0,12,10,83,2,0,0,2,2,100,20
111638,,,,5,0,0,5,4,80,,,,,,,19
111708,,,,39,0,0,39,38,97,,,,,,,25
111717,,,,33,0,0,33,31,94,1,0,0,1,1,100,15
111726,,,,36,0,0,36,30,83,,,,,,,13
111744,,,,31,1,0,30,21,70,,,,,,,14
111762,,,,22,0,0,22,19,86,,,,,,,15
111799,,,,29,0,0,29,26,90,,,,,,,26
111887,2282,6797,34,1878,0,0,1878,1234,66,1307,0,0,1307,580,44,26
111896,185,2204,8,153,0,0,153,69,45,496,0,0,496,141,28,23
111920,907,3690,25,845,0,0,845,618,73,823,0,0,823,347,42,21
111939,1685,6666,25,1341,0,0,1341,916,68,1473,0,0,1473,647,44,22
111948,2061,2588,80,1595,0,0,1595,1456,91,13,0,0,13,8,62,12
111966,14,82,17,15,0,0,15,8,53,1,0,0,1,1,100,5
112075,344,602,57,341,0,0,341,237,70,0,0,0,0,0,,14
112084,38,120,32,80,0,0,80,48,60,2,0,2,4,4,100,11
112172,1193,3252,37,877,0,0,877,599,68,422,0,0,422,203,48,23
112181,,,,17,0,0,17,15,88,,,,,,,18
112190,1097,4670,23,895,0,0,895,596,67,1011,0,0,1011,346,34,20
112260,322,333,97,356,0,0,356,341,96,,,,,,,8
112288,,,,391,0,0,391,297,76,,,,,,,17
112367,,,,19,0,0,19,18,95,46,0,0,46,46,100,17
112385,113,3723,3,77,0,0,77,42,55,537,0,0,537,139,26,30
112394,39,80,49,16,0,0,16,8,50,2,0,0,2,1,50,11
112455,,,,31,0,0,31,28,90,,,,,,,13
112561,212,482,44,140,0,0,140,80,57,150,0,0,150,35,23,14
112570,,,,66,0,0,66,24,36,3,0,0,3,2,67,15
112686,174,1243,14,132,0,0,132,84,64,152,0,0,152,61,40,14
112826,377,2053,18,266,0,0,266,172,65,357,0,0,357,135,38,20
113096,1179,5148,23,1113,0,0,1113,802,72,1284,0,0,1284,522,41,27
113111,476,1957,24,410,0,0,410,280,68,366,0,0,366,166,45,17
113193,546,3089,18,512,0,0,512,349,68,343,0,0,343,140,41,27
113218,461,2900,16,363,0,0,363,280,77,639,0,0,639,250,39,23
113236,1564,4699,33,0,0,0,0,0,,0,0,0,0,0,,22
113333,2616,5565,47,2446,0,0,2446,1911,78,675,0,0,675,257,38,27
113449,,,,36,0,0,36,29,81,,,,,,,25
113537,,,,2,0,0,2,1,50,,,,,,,6
113573,1178,3211,37,1095,0,0,1095,706,64,616,0,0,616,252,41,26
113582,7,17,41,3,0,0,3,1,33,1,0,0,1,1,100,7
113634,1566,4704,33,1334,0,0,1334,1061,80,1026,0,0,1026,482,47,24
113698,215,304,71,244,0,0,244,208,85,1,0,0,1,1,100,9
113856,1601,8004,20,1325,0,0,1325,895,68,1454,0,0,1454,473,33,29
113980,2268,6744,34,2087,0,0,2087,1487,71,1829,0,0,1829,761,42,26
114266,615,2573,24,565,0,0,565,442,78,503,0,0,503,228,45,25
114354,316,661,48,0,0,0,0,0,,0,0,0,0,0,,17
114433,152,536,28,16,0,0,16,13,81,0,0,0,0,0,,16
114460,,,,17,0,0,17,15,88,9,0,0,9,7,78,15
114637,,,,2,0,0,2,2,100,,,,,,,20
114716,781,4470,17,0,0,0,0,0,,0,0,0,0,0,,25
114761,,,,6,0,0,6,4,67,,,,,,,24
114789,1741,7781,22,1210,0,0,1210,798,66,1106,0,0,1106,398,36,25
114813,155,411,38,195,0,0,195,147,75,2,0,0,2,0,0,10
114859,2038,6057,34,1736,0,0,1736,1246,72,1006,0,0,1006,406,40,23
114938,426,1713,25,400,0,0,400,312,78,258,0,0,258,105,41,21
114947,,,,,,,,,,,,,,,,6
115001,1113,2965,38,1055,0,0,1055,722,68,550,0,0,550,180,33,24
115010,,,,0,0,0,0,0,,,,,,,,14
115083,,,,,,,,,,,,,,,,13
115126,938,3968,24,918,0,0,918,675,74,694,0,0,694,251,36,26
115296,1361,4244,32,1101,0,0,1101,783,71,893,0,0,893,420,47,19
115357,,,,9,0,0,9,8,89,12,0,0,12,10,83,15
115393,1075,2995,36,927,0,0,927,666,72,982,0,0,982,288,29,22
115409,237,260,91,225,0,0,225,219,97,,,,,,,8
115658,,,,5,0,0,5,3,60,6,0,0,6,5,83,15
115728,136,233,58,99,0,0,99,64,65,2,0,0,2,1,50,9
115755,930,1860,50,609,0,0,609,451,74,20,0,0,20,12,60,15
115773,3,32,9,0,0,0,0,0,,0,0,0,0,0,,7
115861,1048,2236,47,924,0,0,924,706,76,436,0,0,436,240,55,31
115931,,,,137,0,0,137,116,85,,,,,,,34
116226,,,,0,0,0,0,0,,0,0,0,0,0,,8
116350,,,,16,0,0,16,2,13,,,,,,,12
116439,1420,3800,37,1292,0,0,1292,1030,80,608,0,0,608,295,49,28
116563,,,,3,0,0,3,2,67,,,,,,,14
116846,,,,,,,,,,,,,,,,3
117052,574,2838,20,378,0,0,378,224,59,326,0,0,326,119,37,21
117104,71,130,55,58,0,0,58,40,69,4,0,0,4,3,75,12
117140,654,982,67,672,1,0,671,516,77,8,0,0,8,6,75,11
117168,115,189,61,122,1,0,121,95,79,1,0,0,1,1,100,9
117195,138,1276,11,81,0,0,81,43,53,148,0,0,148,30,20,17
117238,,,,19,0,0,19,14,74,,,,,,,22
117247,284,4008,7,181,7,0,174,83,48,663,81,0,582,173,30,26
117274,112,597,19,115,0,0,115,58,50,126,0,0,126,34,27,13
117283,5,12,42,0,0,0,0,0,,0,0,0,0,0,,11
117557,87,96,91,4,0,0,4,4,100,,,,,,,16
117575,1,5,20,0,0,0,0,0,,3,0,0,3,2,67,9
117627,328,465,71,195,0,0,195,149,76,20,0,0,20,10,50,10
117636,,,,,,,,,,0,0,0,0,0,,3
117645,2877,7006,41,2413,0,0,2413,1644,68,1263,0,0,1263,416,33,26
117672,3,244,1,0,0,0,0,0,,0,0,0,0,0,,14
117690,564,3302,17,492,0,0,492,345,70,466,0,0,466,115,25,26
117706,1524,5679,27,1256,0,0,1256,988,79,1153,0,0,1153,473,41,27
117715,177,2450,7,126,0,0,126,82,65,346,0,0,346,86,25,19
117724,664,4428,15,472,0,0,472,326,69,813,0,0,813,263,32,22
117733,928,5952,16,698,0,0,698,518,74,977,0,0,977,386,40,25
117751,296,626,47,223,0,0,223,192,86,2,0,0,2,0,0,13
117788,719,5473,13,668,0,0,668,420,63,918,0,0,918,230,25,27
117803,,,,,,,,,,,,,,,,3
117867,505,4041,12,480,0,0,480,338,70,610,0,0,610,209,34,28
117894,873,2649,33,784,0,0,784,553,71,659,0,0,659,320,49,22
117946,1607,2156,75,1606,0,0,1606,1409,88,4,0,0,4,2,50,11
117955,,,,33,0,0,33,28,85,17,0,0,17,17,100,20
118134,,,,5,0,0,5,3,60,14,0,0,14,14,100,10
118143,,,,4,0,0,4,4,100,5,0,0,5,4,80,14
118161,,,,12,0,0,12,11,92,,,,,,,10
118198,,,,176,0,0,176,158,90,,,,,,,20
118347,347,1389,25,252,0,0,252,183,73,354,0,0,354,157,44,16
118684,122,1100,11,70,0,0,70,35,50,137,0,0,137,38,28,14
118693,202,317,64,148,0,0,148,105,71,0,0,0,0,0,,15
118718,1229,3122,39,1005,0,0,1005,689,69,507,0,0,507,161,32,25
118772,135,2862,5,120,14,0,106,60,57,566,67,0,499,131,26,26
118912,1107,3589,31,19,0,0,19,16,84,0,0,0,0,0,,19
118930,355,2007,18,266,0,0,266,181,68,355,0,0,355,150,42,15
118958,,,,12,0,0,12,9,75,14,0,0,14,8,57,15
118976,1209,2758,44,0,0,0,0,0,,0,0,0,0,0,,18
118994,,,,68,0,0,68,54,79,,,,,,,18
119058,,,,,,,,,,,,,,,,1
119067,507,2097,24,413,0,0,413,277,67,399,0,0,399,149,37,18
119137,1531,4408,35,1402,0,0,1402,1105,79,909,0,0,909,407,45,27
119164,2579,7675,34,2252,0,0,2252,1842,82,1446,0,0,1446,774,54,22
119173,378,589,64,364,0,0,364,281,77,2,0,0,2,0,0,11
119216,1875,5973,31,1453,0,0,1453,934,64,1581,0,0,1581,510,32,30
119270,127,250,51,29,0,0,29,24,83,2,0,0,2,0,0,6
119331,444,1180,38,427,0,0,427,314,74,277,0,0,277,117,42,17
119553,,,,277,0,0,277,219,79,,,,,,,15
119605,,,,11,0,0,11,7,64,27,0,0,27,7,26,16
119775,12,46,26,14,0,0,14,9,64,1,0,0,1,0,0,6
119951,,,,43,0,0,43,41,95,,,,,,,24
120069,,,,56,0,0,56,45,80,,,,,,,42
120078,,,,84,0,0,84,60,71,,,,,,,22
120087,,,,33,0,0,33,28,85,,,,,,,26
120166,16,17,94,1,0,0,1,1,100,0,0,0,0,0,,3
120254,531,577,92,535,0,0,535,476,89,,,,,,,9
120290,756,3171,24,720,0,0,720,554,77,413,0,0,413,160,39,25
120342,2607,6171,42,2218,0,0,2218,1560,70,1262,0,0,1262,588,47,27
120403,314,436,72,261,0,0,261,199,76,2,0,0,2,1,50,9
120421,584,2343,25,500,0,0,500,357,71,586,0,0,586,227,39,27
120537,88,195,45,96,0,0,96,58,60,2,0,0,2,1,50,13
120661,,,,166,0,0,166,129,78,0,0,0,0,0,,22
120698,,,,,,,,,,,,,,,,12
120768,,,,0,0,0,0,0,,1,0,0,1,0,0,4
120838,3,6,50,0,0,0,0,0,,,,,,,,7
120865,112,257,44,88,0,0,88,66,75,2,0,0,2,0,0,13
120883,839,1057,79,779,0,0,779,683,88,2,0,0,2,0,0,14
120953,81,1384,6,59,0,0,59,35,59,397,0,0,397,176,44,24
120971,1795,5623,32,1700,0,0,1700,1130,66,854,0,0,854,366,43,21
121044,2732,7533,36,2397,0,0,2397,1866,78,1330,0,0,1330,618,46,22
121150,940,1027,92,1023,0,0,1023,904,88,1,0,0,1,0,0,13
121257,309,326,95,357,0,0,357,317,89,,,,,,,10
121275,,,,0,0,0,0,0,,,,,,,,12
121309,689,1016,68,662,0,0,662,560,85,0,0,0,0,0,,13
121345,412,449,92,451,0,0,451,434,96,0,0,0,0,0,,7
121363,348,1562,22,330,0,0,330,225,68,219,0,0,219,64,29,24
121433,,,,21,0,0,21,17,81,,,,,,,20
121619,1181,6851,17,0,0,0,0,0,,0,0,0,0,0,,31
121637,,,,23,0,0,23,16,70,,,,,,,29
121691,507,914,55,496,0,0,496,395,80,33,0,0,33,1,3,10
121707,305,1373,22,210,0,0,210,140,67,240,0,0,240,107,45,15
121859,,,,13,0,0,13,11,85,16,0,0,16,14,88,15
121868,,,,14,0,0,14,13,93,13,0,0,13,13,100,15
121886,1335,4881,27,0,0,0,0,0,,0,0,0,0,0,,29
121901,1892,7163,26,1822,0,0,1822,1252,69,1446,0,0,1446,615,43,24
122117,,,,,,,,,,,,,,,,13
122180,1110,6164,18,1070,0,0,1070,749,70,1770,0,0,1770,490,28,25
122205,1301,5217,25,1353,0,0,1353,996,74,1089,0,0,1089,482,44,24
122296,,,,,,,,,,,,,,,,6
122339,557,5037,11,459,0,0,459,289,63,1009,0,0,1009,348,34,20
122375,1043,6803,15,0,0,0,0,0,,0,0,0,0,0,,24
122384,642,5457,12,454,0,0,454,320,70,866,0,0,866,343,40,27
122409,6529,11230,58,5233,0,0,5233,4679,89,36,0,0,36,21,58,25
122436,1234,1602,77,1165,1,0,1164,1051,90,1,0,0,1,1,100,13
122506,46,53,87,42,0,0,42,38,90,,,,,,,3
122597,3186,6569,49,2952,0,0,2952,2506,85,197,0,0,197,102,52,19
122612,1548,1934,80,1447,0,0,1447,1171,81,5,0,0,5,1,20,13
122658,1791,4896,37,1573,0,0,1573,1098,70,1317,0,0,1317,685,52,32
122685,,,,0,0,0,0,0,,,,,,,,31
122694,,,,57,0,0,57,38,67,,,,,,,25
122728,154,392,39,170,0,0,170,114,67,6,0,0,6,1,17,11
122746,554,3021,18,346,0,0,346,237,68,455,0,0,455,166,36,23
122755,3877,7454,52,4009,0,0,4009,3413,85,213,0,0,213,119,56,22
122791,663,2883,23,421,0,0,421,341,81,678,0,0,678,360,53,21
122889,1922,4464,43,1869,0,0,1869,1272,68,665,0,0,665,303,46,37
122931,1638,1849,89,1553,0,0,1553,1427,92,1,0,0,1,1,100,12
122977,3237,7120,45,0,0,0,0,0,,0,0,0,0,0,,26
123013,754,3335,23,692,0,0,692,460,66,713,0,0,713,291,41,17
123165,260,274,95,316,0,0,316,286,91,0,0,0,0,0,,10
123217,1607,4406,36,1216,0,0,1216,837,69,562,0,0,562,284,51,28
123280,1,6,17,1,0,0,1,0,0,0,0,0,0,0,,3
123299,368,1891,19,0,0,0,0,0,,0,0,0,0,0,,24
